LoanNumber,LoanPhase,LoanProgram,LoanSubType,State,City,County,Zip,Sum of PropertyCount,Sum of UnitCount,Sum of Sqft,Sum of MedianSqft,Avg. Prop. Cost/Sqft
50126,Paid Off,New Construction,Unknown,Washington,Gig Harbor,Pierce,98335,1,1,"2,415","2,415",$125.36
50125,Paid Off,Bridge to Build,Unknown,Washington,Gig Harbor,Pierce,98335,1,1,"3,000","3,000",$116.25
50124,Paid Off,Bridge to Build,Unknown,Washington,Gig Harbor,Pierce,98335,1,1,"3,062","3,062",$116.33
50123,Paid Off,Bridge to Build,Unknown,Washington,Gig Harbor,Pierce,98335,1,1,"2,600","2,600",$118.31
50122,Paid Off,Bridge to Build,Unknown,Washington,Gig Harbor,Pierce,98335,1,1,"3,000","3,000",$119.38
50121,Paid Off,Bridge to Build,Unknown,Washington,Gig Harbor,Pierce,98335,1,1,"3,000","3,000",$109.50
50120,Paid Off,Bridge to Build,Unknown,Washington,Gig Harbor,Pierce,98335,1,1,"3,000","3,000",$118.74
50119,Paid Off,Bridge to Build,Unknown,Washington,Gig Harbor,Pierce,98335,1,1,"2,600","2,600",$127.24
50118,Paid Off,Renovation,Unknown,Washington,Kalama,Cowlitz,98625,1,1,"1,434","1,434",$17.43
50117,Paid Off,Bridge to Build,Unknown,Washington,Port Orchard,Kitsap,98366,1,1,"1,750","1,750",$85.69
50116,Paid Off,Bridge to Build,Unknown,Washington,Port Orchard,Kitsap,98366,1,1,"1,790","1,790",$85.69
50115,Paid Off,Bridge to Build,Unknown,Washington,Port Orchard,Kitsap,98366,1,1,"1,850","1,850",$85.69
50114,Paid Off,Bridge to Build,Unknown,Washington,Port Orchard,Kitsap,98366,1,1,"1,790","1,790",$85.69
50113,Paid Off,Bridge to Build,Unknown,Washington,Port Orchard,Kitsap,98366,1,1,"1,820","1,820",$85.69
50112,Paid Off,Bridge to Build,Unknown,Washington,Port Orchard,Kitsap,98366,1,1,"1,900","1,900",$85.69
50111,Paid Off,Bridge to Build,Unknown,Washington,Port Orchard,Kitsap,98366,1,1,"1,900","1,900",$85.69
50110,Paid Off,Bridge to Build,Unknown,Washington,Port Orchard,Kitsap,98366,1,1,"1,850","1,850",$85.69
50109,Paid Off,Bridge to Build,Unknown,Washington,Port Orchard,Kitsap,98366,1,1,"1,850","1,850",$85.69
50108,Paid Off,Bridge to Build,Unknown,Washington,Port Orchard,Kitsap,98366,1,1,"1,750","1,750",$85.69
50107,Paid Off,Bridge to Build,Unknown,Washington,Port Orchard,Kitsap,98366,1,1,"1,750","1,750",$85.69
50106,Paid Off,Bridge to Build,Unknown,Washington,Port Orchard,Kitsap,98366,1,1,"1,750","1,750",$85.69
50105,Paid Off,Bridge to Build,Unknown,Washington,Port Orchard,Kitsap,98366,1,1,"1,900","1,900",$85.69
50104,Paid Off,Bridge to Build,Unknown,Washington,Port Orchard,Kitsap,98366,1,1,"1,820","1,820",$85.69
50103,Paid Off,Bridge to Build,Unknown,Washington,Port Orchard,Kitsap,98366,1,1,"1,820","1,820",$85.69
50102,Paid Off,Bridge to Build,Unknown,Washington,Port Orchard,Kitsap,98366,1,1,"1,790","1,790",$85.69
50101,Paid Off,Bridge to Build,Unknown,Washington,Port Orchard,Kitsap,98366,1,1,"1,850","1,850",$85.69
50100,Paid Off,Bridge to Build,Unknown,Washington,Port Orchard,Kitsap,98366,1,1,"1,750","1,750",$85.69
50099,Paid Off,Bridge to Build,Unknown,Washington,Port Orchard,Kitsap,98366,1,1,"1,900","1,900",$85.69
50098,Paid Off,Bridge to Build,Unknown,Washington,Port Orchard,Kitsap,98366,1,1,"1,750","1,750",$85.69
50097,Paid Off,New Construction,Unknown,Washington,Kirkland,King,98033,1,1,"3,182","3,182",$190.20
50096,Production,New Construction,Refi-External,Washington,Tacoma,Pierce,98406,1,1,"3,591","3,591",$118.11
50095,Paid Off,Bridge to Build,Unknown,Oregon,Portland,Multnomah,97217,4,7,"12,000","3,000",$27.69
50094,Production,New Construction,Refi-External,Washington,Tacoma,Pierce,98406,1,1,"3,591","3,591",$118.11
50091,Production,New Construction,Purchase,Washington,Seattle,King,98112,1,8,"13,400","1,531",$201.72
50069,Production,New Construction,Refi-External,Washington,Kent,King,98042,1,1,"3,484","3,484",$132.15
40972,Paid Off,New Construction,Unknown,Washington,Seattle,King,98103,1,4,"5,200","1,300",$278.85
40971,Paid Off,New Construction,Unknown,Washington,Bainbridge Island,Kitsap,98110,1,1,"1,337","1,337",$280.94
40970,Paid Off,New Construction,Unknown,Washington,Bainbridge Island,Kitsap,98110,1,1,"1,337","1,337",$280.94
40969,Paid Off,New Construction,Unknown,Washington,Bainbridge Island,Kitsap,98110,1,1,"1,337","1,337",$280.94
40968,Paid Off,New Construction,Unknown,Washington,Bainbridge Island,Kitsap,98110,1,1,"1,337","1,337",$280.94
40967,Paid Off,New Construction,Unknown,Washington,Bainbridge Island,Kitsap,98110,1,1,"1,337","1,337",$280.94
40966,Paid Off,New Construction,Unknown,Washington,Bainbridge Island,Kitsap,98110,1,1,745,745,$268.30
40965,Paid Off,New Construction,Unknown,Washington,Bainbridge Island,Kitsap,98110,1,1,745,745,$268.30
40964,Paid Off,New Construction,Unknown,Washington,Bainbridge Island,Kitsap,98110,1,1,"1,337","1,337",$280.94
40963,Paid Off,New Construction,Unknown,Washington,Bainbridge Island,Kitsap,98110,1,1,"1,337","1,337",$280.94
40962,Paid Off,New Construction,Unknown,Washington,Bainbridge Island,Kitsap,98110,1,1,"1,337","1,337",$280.94
40961,Paid Off,New Construction,Unknown,Washington,Bainbridge Island,Kitsap,98110,1,1,"1,337","1,337",$280.94
40960,Paid Off,New Construction,Unknown,Washington,Bainbridge Island,Kitsap,98110,1,1,"1,337","1,337",$280.94
40959,Paid Off,New Construction,Unknown,Washington,Bainbridge Island,Kitsap,98110,1,1,508,508,$264.07
40958,Paid Off,New Construction,Unknown,Washington,Bainbridge Island,Kitsap,98110,1,1,745,745,$268.30
40957,Paid Off,Bridge to Build,Unknown,Washington,Seattle,King,98136,1,1,"2,923","2,923",$380.49
40956,Paid Off,Bridge to Build,Unknown,Washington,Seattle,King,98136,1,1,"2,953","2,953",$373.23
40955,Paid Off,Bridge to Build,Unknown,Washington,Seattle,King,98136,1,1,"2,923","2,923",$377.07
40954,Paid Off,Bridge to Build,Unknown,Washington,Seattle,King,98136,1,1,"2,923","2,923",$377.07
40953,Paid Off,New Construction,Unknown,Washington,Camas,Clark,98607,1,1,"2,952","2,952",$139.97
40952,Paid Off,New Construction,Unknown,Washington,East Wenatchee,Chelan,98802,1,1,"1,585","1,585",$102.54
40951,Paid Off,New Construction,Unknown,Washington,Snohomish,Snohomish,98290,1,1,"3,130","3,130",$119.04
40949,Paid Off,New Construction,Unknown,Washington,Burien,King,98146,1,1,"2,647","2,647",$87.72
40948,Paid Off,Renovation,Unknown,Washington,North Bend,King,98045,1,1,960,960,$62.40
40947,Paid Off,Bridge to Build,Unknown,Washington,Camas,Clark,98607,1,1,"3,000","3,000",$138.24
40946,Paid Off,Bridge to Build,Unknown,Washington,Camas,Clark,98607,1,1,"3,000","3,000",$138.24
40945,Paid Off,Bridge to Build,Unknown,Washington,Camas,Clark,98607,1,1,"3,000","3,000",$138.24
40943,Paid Off,New Construction,Unknown,Washington,Marysville,Snohomish,98270,1,2,"3,022","1,511",$126.87
40942,Paid Off,New Construction,Unknown,Washington,Fife,Pierce,98424,1,4,"5,100","1,110",$98.48
40941,Paid Off,New Construction,Unknown,Washington,Fife,Pierce,98424,1,4,"5,100","1,110",$98.48
40940,Paid Off,New Construction,Unknown,Washington,Fife,Pierce,98424,1,4,"5,100","1,110",$98.48
40939,Paid Off,New Construction,Unknown,Washington,Fife,Pierce,98424,1,4,"5,100","1,110",$87.95
40938,Paid Off,New Construction,Unknown,Washington,Seattle,King,98177,1,1,"2,380","2,380",$100.78
40937,Paid Off,New Construction,Unknown,Washington,Everett,Snohomish,98208,1,1,"2,323","2,323",$122.40
40936,Paid Off,Acquisition,Unknown,Washington,Battle Ground,Clark,98604,1,1,"1,871","1,871",$92.77
40935,Paid Off,New Construction,Unknown,Washington,Battle Ground,Clark,98604,1,1,"1,871","1,871",$92.77
40934,Paid Off,New Construction,Unknown,Washington,Kenmore,King,98028,1,1,"3,401","3,401",$111.73
40933,Paid Off,Renovation,Unknown,Washington,Puyallup,Pierce,98371,1,1,"1,176","1,176",$71.43
40932,Paid Off,New Construction,Unknown,Washington,Seattle,King,98166,1,1,"2,590","2,590",$120.08
40931,Paid Off,Bridge to Build,Unknown,Washington,Seattle,King,98118,1,6,"6,996","1,166",$175.00
40927,Paid Off,New Construction,Unknown,Washington,Snohomish,Snohomish,98290,1,1,"4,300","4,300",$142.20
40926,Paid Off,New Construction,Unknown,Washington,Snohomish,Snohomish,98290,1,1,"2,672","2,672",$71.99
40925,Paid Off,New Construction,Unknown,Washington,Snohomish,Snohomish,98290,1,1,"3,780","3,780",$138.64
40924,Paid Off,New Construction,Unknown,Washington,Snohomish,Snohomish,98290,1,1,"3,935","3,935",$130.08
40921,Paid Off,Bridge to Build,Unknown,Oregon,Portland,Multnomah,97202,2,2,"2,970","2,970",$120.09
40916,Paid Off,New Construction,Unknown,Washington,Port Ludlow,Jefferson,98365,1,1,"2,157","2,157",$98.65
40915,Paid Off,New Construction,Unknown,Washington,Seattle,King,98134,1,4,"8,800","2,200",$130.68
40914,Paid Off,New Construction,Unknown,Washington,Seattle,King,98112,1,4,"6,020","1,472",$238.45
40913,Paid Off,New Construction,Unknown,Washington,Seattle,King,98112,1,4,"6,897","1,721",$227.33
40912,Paid Off,Bridge to Build,Unknown,Oregon,Portland,Multnomah,97202,1,2,"4,854","2,427",$113.31
40911,Paid Off,New Construction,Unknown,Oregon,Portland,Multnomah,97213,1,4,"4,774",508,$152.81
40910,Paid Off,New Construction,Unknown,Washington,Seattle,King,98106,1,1,"3,160","3,160",$79.11
40909,Paid Off,New Construction,Unknown,Washington,Snohomish,Snohomish,98290,1,1,"2,251","2,251",$119.77
40907,Paid Off,New Construction,Unknown,Washington,Kent,King,98031,1,1,"3,368","3,368",$83.57
40906,Paid Off,New Construction,Unknown,Washington,Auburn,King,98001,1,1,"1,995","1,995",$62.21
40905,Paid Off,New Construction,Unknown,Washington,Auburn,King,98001,1,1,"2,770","2,770",$58.90
40904,Paid Off,New Construction,Unknown,Washington,Auburn,King,98001,1,1,"1,879","1,879",$68.43
40902,Paid Off,New Construction,Unknown,Washington,Auburn,King,98001,1,1,"1,735","1,735",$74.11
40901,Paid Off,New Construction,Unknown,Washington,Auburn,King,98001,1,1,"2,637","2,637",$33.90
40899,Paid Off,New Construction,Unknown,Washington,Auburn,King,98001,1,1,"2,770","2,770",$56.10
40898,Paid Off,New Construction,Unknown,Washington,Auburn,King,98001,1,1,"2,227","2,227",$52.32
40897,Paid Off,New Construction,Unknown,Washington,Auburn,King,98001,1,1,"2,770","2,770",$40.91
40896,Paid Off,New Construction,Unknown,Washington,Camas,Clark,98607,1,1,"3,349","3,349",$128.94
40895,Paid Off,New Construction,Unknown,Washington,Seattle,King,98178,1,1,"2,405","2,405",$257.87
40894,Paid Off,New Construction,Unknown,Washington,Seattle,King,98178,1,1,"2,405","2,405",$148.10
40893,Paid Off,New Construction,Unknown,Washington,Seattle,King,98178,1,1,"3,239","3,239",$84.16
40890,Paid Off,New Construction,Unknown,Washington,Seattle,King,98122,1,4,"4,716","1,179",$174.82
40889,Paid Off,Bridge to Build,Unknown,Oregon,Portland,Multnomah,97202,1,1,"5,310","5,310",$209.47
40888,Paid Off,New Construction,Unknown,Washington,Bellevue,King,98004,1,1,"5,200","5,200",$230.85
40886,Paid Off,Bridge to Build,Unknown,Washington,Seattle,King,98103,1,6,"7,020","1,170",$192.12
40884,Paid Off,New Construction,Unknown,Washington,Seattle,King,98178,1,11,"13,181","1,193",$190.47
40883,Paid Off,New Construction,Unknown,Washington,Renton,King,98059,1,1,"2,039","2,039",$149.09
40881,Paid Off,Bridge to Build,Unknown,Washington,Seattle,King,98144,1,8,"8,496","1,024",$173.61
40864,Paid Off,New Construction,Unknown,Washington,Everett,Snohomish,98201,1,1,"1,611","1,611",$141.02
40816,Paid Off,New Construction,Unknown,Washington,Port Ludlow,Jefferson,98365,1,1,"2,157","2,157",$132.25
,Production,Bridge,Refi-External,Oregon,Portland,Multnomah,97212,1,1,1,1,$0.01
,Production,Bridge to Build,Purchase,Washington,Federal Way,King,98023,1,7,"9,275","1,325",$200.00
,Production,Development,Refi-External,Oregon,Portland,Multnomah,97223,1,1,"2,162","2,162",$185.01
,Production,Fix and Flip,Purchase,Colorado,Denver,Denver,80219,1,2,"1,788",894,$13.78
,Production,Fix and Flip,Purchase,Oregon,Newberg,Yamhill,97132,1,2,"2,360",0,$42.72
,Production,Fix and Flip,Purchase,Oregon,Tillamook,Tillamook,97141,1,1,"1,880","1,880",$45.22
,Production,Fix and Flip,Purchase,Oregon,Portland,Multnomah,97219,1,2,"3,710",1,$167.12
,Production,Fix and Flip,Purchase,Oregon,Portland,Multnomah,97266,1,2,"1,600",800,$125.00
,Production,Fix and Flip,Purchase,Washington,Olympia,Thurston,98513,1,1,"1,240","1,240",$24.19
,Production,Fix and Flip,Refi-External,Oregon,Hillsboro,Washington,97123,8,8,"12,650","12,650",$11.90
,Production,Fix and Flip,Refi-External,Oregon,Lakeview,Lake,97630,1,1,"1,420","1,420",$31.77
,Production,Fix and Flip,Refi-External,Washington,Seattle,King,98178,1,1,"4,700","4,700",$34.04
,Production,Fix and Flip,Refi-Internal,Washington,Seattle,King,98177,1,1,"3,620","3,620",$63.54
,Production,Fix and Flip,Unknown,Florida,Coral Springs,Broward,33076,2,2,"4,264","4,264",$7.02
,Production,New Construction,Purchase,Texas,Houston,Harris,77096,1,1,"2,681","2,681",$43.02
,Production,New Construction,Purchase,Idaho,Eagle,Ada,83616,2,2,"5,455","5,455",$127.00
,Production,New Construction,Purchase,Idaho,Meridian,Ada,83642,2,2,"5,226","5,226",$127.72
,Production,New Construction,Purchase,Idaho,Star,Ada,83669,2,2,"4,998","4,998",$114.06
,Production,New Construction,Purchase,Oregon,Portland,Multnomah,97202,1,2,"4,824","2,412",$142.41
,Production,New Construction,Purchase,Oregon,Salem,Marion,97306,4,4,"2,014","2,014",$101.64
,Production,New Construction,Purchase,Washington,Federal Way,King,98023,1,1,"4,179","4,179",$54.39
,Production,New Construction,Purchase,Washington,Kirkland,King,98034,4,4,"16,690","16,690",$170.46
,Production,New Construction,Purchase,Washington,Des Moines,King,98198,5,5,"51,703","51,703",$113.21
,Production,New Construction,Purchase,Washington,Everett,Snohomish,98203,2,2,"5,068","5,068",$86.82
,Production,New Construction,Purchase,Washington,Bellingham,Whatcom,98226,43,43,"71,822","71,822",$174.59
,Production,New Construction,Purchase,Washington,Tacoma,Pierce,98408,1,1,"2,464","2,464",$78.40
,Production,New Construction,Purchase,Washington,Vancouver,Clark,98661,1,1,"3,498","3,498",$169.53
,Production,New Construction,Purchase,Washington,Vancouver,Clark,98665,1,1,"1,445","1,445",$125.53
,Production,New Construction,Purchase,Washington,Cle Elum,Kittitas,98922,1,1,"3,882","3,882",$231.84
,Production,New Construction,Purchase,Washington,Spokane,Spokane,99205,1,1,"2,184","2,184",$9.16
,Production,New Construction,Refi-External,Georgia,Hephzibah,Richmond,30815,1,1,"2,621","2,621",$89.11
,Production,New Construction,Refi-External,Florida,Gainesville,Alachua,32606,8,8,"15,928","15,928",$80.87
,Production,New Construction,Refi-External,Florida,Mount Dora,Lake,32757,6,6,"17,996","17,996",$95.85
,Production,New Construction,Refi-External,Illinois,Deerfield,Lake,60015,1,1,"12,419","12,419",$28.99
,Production,New Construction,Refi-External,Illinois,Chicago,Cook,60642,1,3,999,333,$567.40
,Production,New Construction,Refi-External,Colorado,Westminster,Adams,80031,5,21,"58,761","12,197",$99.55
,Production,New Construction,Refi-External,Colorado,Elbert,El Paso,80106,1,1,"1,543","1,543",$116.66
,Production,New Construction,Refi-External,Colorado,Castle Rock,Douglas,80109,30,30,"63,900","63,900",$167.14
,Production,New Construction,Refi-External,Colorado,Denver,Denver,80204,1,1,"63,329","63,329",$328.13
,Production,New Construction,Refi-External,Colorado,Denver,Denver,80209,2,2,"8,145","8,145",$97.74
,Production,New Construction,Refi-External,Colorado,Denver,Adams,80260,1,20,"17,575",925,$12.12
,Production,New Construction,Refi-External,Colorado,Breckenridge,Summit,80424,3,5,"14,139","9,821",$211.04
,Production,New Construction,Refi-External,Colorado,Peyton,El Paso,80831,1,1,"2,700","2,700",$157.19
,Production,New Construction,Refi-External,Colorado,Colorado Springs,El Paso,80908,1,1,"6,436","6,436",$37.87
,Production,New Construction,Refi-External,Colorado,Colorado Springs,El Paso,80918,6,6,"12,240","12,240",$156.65
,Production,New Construction,Refi-External,Colorado,Colorado Springs,El Paso,80923,5,9,"8,787","2,378",$128.22
,Production,New Construction,Refi-External,Colorado,Florence,Fremont,81226,1,5,"5,000","1,000",$100.00
,Production,New Construction,Refi-External,Idaho,Mccall,Valley,83638,4,4,"5,702","5,702",$182.67
,Production,New Construction,Refi-External,Idaho,Meridian,Ada,83642,1,1,"3,654","3,654",$103.65
,Production,New Construction,Refi-External,Idaho,Nampa,Canyon,83686,6,24,"27,803","6,728",$432.18
,Production,New Construction,Refi-External,Idaho,Garden City,Ada,83714,2,2,"5,176","5,176",$123.16
,Production,New Construction,Refi-External,Utah,Salt Lake City,Clark,84136,2,3,"5,590","5,590",$53.67
,Production,New Construction,Refi-External,Hawaii,Kaneohe,Honolulu,96744,1,1,"2,524","2,524",$78.88
,Production,New Construction,Refi-External,Oregon,Estacada,Clackamas,97023,4,4,"9,838","9,838",$106.20
,Production,New Construction,Refi-External,Oregon,Lake Oswego,Clackamas,97034,3,3,"10,756","10,756",$231.44
,Production,New Construction,Refi-External,Oregon,Oregon City,Clackamas,97045,4,4,"23,617","23,617",$149.83
,Production,New Construction,Refi-External,Oregon,Mcminnville,Yamhill,97128,1,1,"15,920","15,920",$136.78
,Production,New Construction,Refi-External,Oregon,Damascus,Clackamas,97203,1,1,"2,206","2,206",$167.48
,Production,New Construction,Refi-External,Oregon,Portland,Multnomah,97203,3,5,"6,700","3,350",$150.90
,Production,New Construction,Refi-External,Oregon,Portland,Multnomah,97206,1,1,"2,602","2,602",$90.40
,Production,New Construction,Refi-External,Oregon,Portland,Multnomah,97212,1,1,1,1,$0.01
,Production,New Construction,Refi-External,Oregon,Portland,Multnomah,97232,1,6,"8,167","1,344",$221.09
,Production,New Construction,Refi-External,Oregon,Salem,Marion,97305,15,15,"29,343","29,343",$92.50
,Production,New Construction,Refi-External,Oregon,Bend,Deschutes,97701,10,55,"87,316","15,333",$143.14
,Production,New Construction,Refi-External,Washington,Bellevue,King,98004,1,1,"5,027","5,027",$196.36
,Production,New Construction,Refi-External,Washington,Bainbridge Island,Kitsap,98110,1,1,"2,035","2,035",$196.56
,Production,New Construction,Refi-External,Washington,Eatonville,Pierce,98328,1,1,"2,750","2,750",$110.36
,Production,New Construction,Refi-External,Washington,Port Ludlow,Jefferson,98365,2,2,"4,430","4,430",$183.32
,Production,New Construction,Refi-External,Washington,Tacoma,Pierce,98422,1,1,"3,850","3,850",$125.18
,Production,New Construction,Refi-External,Washington,Lakewood,Pierce,98499,1,1,"4,330","4,330",$30.80
,Production,New Construction,Refi-External,Washington,Vancouver,Clark,98660,2,2,"5,028","5,028",$196.50
,Production,New Construction,Refi-External,Washington,Vancouver,Clark,98661,3,3,"10,539","10,539",$178.05
,Production,New Construction,Refi-External,Washington,Yakima,Yakima,98902,1,11,"14,501",725,$169.42
,Production,New Construction,Refi-External,Washington,Pasco,Franklin,99301,1,1,"60,000","60,000",$135.82
,Production,New Construction,Refi-Internal,Washington,Lynnwood,Snohomish,98037,2,4,"5,344","2,672",$51.46
,Production,New Construction,Refi-Internal,Washington,Seattle,King,98103,1,6,"6,920","1,150",$182.08
,Production,New Construction,Refi-Internal,Washington,Seattle,King,98122,1,4,"4,645","1,139",$72.22
,Production,New Construction,Refi-Internal,Washington,Seattle,King,98134,1,4,"8,800","2,200",$130.68
,Production,New Construction,Refi-Internal,Washington,Seattle,King,98144,2,6,"7,878","2,626",$92.33
,Production,New Construction,Refi-Internal,Washington,Stanwood,Snohomish,98292,1,1,"2,350","2,350",$107.14
,Production,New Construction,Refi-Internal,Washington,La Center,Clark,98629,2,2,"4,394","4,394",$44.46
,Production,New Construction,Unknown,Washington,Seattle,King,98108,1,4,"5,130","1,115",$172.27
,Production,Renovation,Purchase,Washington,Everson,Whatcom,98247,1,1,"1,996","1,996",$18.03
,Production,Renovation,Purchase,Washington,Vancouver,Clark,98664,1,1,"1,561","1,561",$83.28
,Production,Renovation,Refi-External,Washington,Washougal,Clark,98671,1,1,"2,000","2,000",$30.00
